"Fav","CPID","Payer Name","Eligibility RealtimePayer ID","Payer ID","Portal Avail","Claim Type","State","Connectivity Available (CS, E)","2nd Level Auth (CS, E)","Enrollment Required","2nd CL","C","R","E","CS","A","ARS","AR","Paper CPID","Claim Status Payer ID","Claim Status Portal ID","Eligibility Portal ID","Claim Insurance Type","Claim Surcharge Amount","Attachment Type","Attachment Delivery Method","CS Transmission Type","Must Submit Claims to CH","Remit Pass-through Fee"
"No","9169","TRIWEST REGION 5 CCN","","TWVA5","","Professional","","N/A, N/A","N/A, N/A","C,R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","TRICARE/CHAMPUS","",,"",,"No",""
"No","9170","TRIWEST REGION 4 CCN","","TWVA4","","Professional","","N/A, N/A","N/A, N/A","C,R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","TRICARE/CHAMPUS","",,"",,"No",""
"No","9171","BYWATER","","12090","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9172","ALLWELL FROM SILVER SUMMIT HEALTH","","68069","","Professional","","E, N/A","N/A, N/A","R","Yes","Yes","Yes","No","Yes","Yes","No","No","4320","CNTENE","","","Commercial/HMO","","Unsolicited","Electronic","Real Time","No",""
"No","9172","WELLCARE BY ALLWELL FROM SILVER SUMMIT HEALTH","","68069","","Professional","","E, N/A","N/A, N/A","R","Yes","Yes","Yes","No","Yes","Yes","No","No","4320","CNTENE","","","Commercial/HMO","","Unsolicited","Electronic","Real Time","No",""
"No","9173","IBEW LOCAL 26","","30506","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9174","DOLTON MEDICAL GROUP","","DOLMG","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9176","TRIWEST REGION 6 CCN","","TWVA6","","Professional","","N/A, N/A","N/A, N/A","C,R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","TRICARE/CHAMPUS","",,"",,"No",""
"No","9177","NEW YORK HOTEL FUNDS MHAP","","HTLFD","","Professional","","N/A, N/A","N/A, N/A","C","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","9178","AIDS HEALTHCARE FOUNDATION - PHC","","95422","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9180","GUARANTEE TRUST LIFE","","","E:https://myaccount.gtlic.com/policyholderwebsite/providerportal/eligibilitysearchhome","","","N/A, P","N/A, N","R","No","No","Yes","Yes","No","No","No","No","4320","","","GTRLF1","","",,"",,"","0.0045"
"No","9182","MEDRISK","","00073","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Workers Compensation","",,"",,"No",""
"No","9183","SYNTRIQ HEALTH SOLUTIONS","","SNTRQ","","Professional","","N/A, N/A","N/A, N/A","C","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","9185","BRECKPOINT","","BRKPNT","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9188","HEALTH 2 BUSINESS (H2B)","","55213","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9190","PARADIGM (ADVA-NET)","","00142","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9191","ALLIED NATIONAL, INC.","","","","Professional","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9193","KISX CARD LLC","","83313","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9194","UNITEDHEALTHCARE DENTAL BENEFIT PROVIDERS","","52133","E:https://dbp.optum.com/content/dental-benefits-provider/en.html","Professional","","N/A, P","N/A, N","R","No","No","Yes","Yes","No","No","No","No","","","","UHCDB1","Commercial/HMO","",,"",,"",""
"No","9195","IN PHYSICIANS ASSOCIATES IPA","","INP12","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9196","GLOBAL MEDICAL MANAGEMENT (GMMI)","","GMICC","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9197","NEW YORK MEDICAL INDEMNITY FUND","","NYDFS","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9198","PRIMARY CARE COALITION","","PCCMC","","Professional","","N/A, N/A","N/A, N/A","C","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9200","INCENTICARE","","18151","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9201","TDS GOLDEN TIMES","","RP013","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9202","TDS SRRIPA CLOVER","","RP012","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9203","TDS SRRIPA WELLCARE","","RP011","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9204","TDS SRRIPA AMERIVANTAGE","","RP010","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9205","WISCONSIN PHYSICIANS SERVICE - THIRD PARTY PRICING","","SX162","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9209","EXEMPLAR HEALTH","","83383","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9210","TDS MID AMERICA ACO","","RP006","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9211","TDS ATRIO","","RP005","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9212","TDS TP ACO","","RP004","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9213","UFCW LOCAL 1000 AND KROGER DALLAS HEALTH & WELFARE","","11856","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9214","RIOS SOUTHWEST MEDICAL GROUP","","RIOS1","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9215","EVERPOINT","","32052","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9216","LAKESIDE COMPREHENSIVE HEALTHCARE","","66127","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9217","PROFFESSIONAL HEALTH CARE NETWORK (PHCN)","","26748","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9218","AMERICAN HEALTH ADVANTAGE OF TENNESSEE","","31130","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9219","UNIVERSAL HEALTHCARE IPA","","UHIPA","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9220","COMMONWEALTH CARE ALLIANCE- MEDICARE ADVANTAGE","","14316","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9221","SACRAMENTO COUNTY PHYSICIANS MEDICAL SERVICES","","AMM20","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9222","MASSACHUSETTS BEHAVIORAL HEALTH PARTNERSHIP","","00816","","Professional","","N/A, N/A","N/A, N/A","C","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"No",""
"No","9224","THE OAKS PACE","","57034","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9225","DELTA DENTAL OF WASHINGTON","","91062","","Professional","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","","",,"",,"No",""
"No","9227","GLOBAL HEALTH ARIZONA","","GHAZ0","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9228","KOAN RISK MANAGEMENT","","65871","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9229","GLOBAL HEALTH TEXAS","","GHTX0","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9231","PEF CLINIC","","PEF01","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9232","CENTRAL STATES JOINT BOARD HEALTH AND WELFARE FUND","","37214","","Professional","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9233","PROVIDER PARTNERS HEALTH PLAN OF OHIO","","31402","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9234","ADMIN DE COMPENSACIONES POR ACCIDENTES AUTO - ACAA","","ACAA","","Professional","","N/A, N/A","N/A, N/A","C","No","Yes","No","No","No","No","No","No","4320","","","","Workers Compensation","",,"",,"No",""
"No","9235","GBG GLOBAL BENEFITS GROUP","","68251 ","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9236","ILWU-PMA BENEFIT PLANS","","89677","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9238","ONE CALL EQUIPMENT AND DEVICES","","80019","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9239","ETERNALHEALTH","","RP037","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9240","COPATIENT","","COPAT\t","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9241","HILL PHYSICIANS AETNA PPO","","HLPAE","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9242","SANDHILLS TAILORED HEALTH PLAN BEHAVIORAL HEALTH","","SHC00","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9243","CURAECHOICE","","CC304","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9244","SOLARTEHEALTH","","SLRT1","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9250","SOLSTICE BENEFITS","","76578","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9251","TUCKER ADMINISTRATORS INC","","30799","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9252","COMPBENEFITS","","CX021","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","4320","","","","","",,"",,"No",""
"No","9253","PACIFIC ADMINISTRATORS INC","","PCFAD","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9254","CHCS - ALASKACARE RETIREE LTC PLAN","","ALASK","","","AK","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9255","CHCS - PYRAMID LIFE INSURANCE COMPANY","","PYRAM","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9256","CHCS - AMERICAN PROGRESSIVE INSURANCE","","AMERP","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9257","CHCS - CONSTITUTION FBO JACKSON NATIONAL","","CONJN","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9258","CHCS - CONSTITUTION FBO NATIONWIDE","","CONSN","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9259","CHCS - CONSTITUTION FBO PENNSYLVANIA LIFE","","CONPL","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9260","CHCS - NORTH AMERICAN COMPANY","","NACLH","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9261","CHCS - NORTH AMERICAN INSURANCE CO. OF NEW YORK","","NACNY","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9263","PAN-AMERICAN INSURANCE COMPANY","","PA066","","Professional","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9267","ALIGN SENIOR CARE OF FLORIDA","","ASFL1","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9268","LONGEVITY HEALTH PLAN OF NORTH CAROLINA","","LNC01","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9270","AMERICAN BENEFIT CORPORATION","","RP038","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9271","SIMPRA ADVANTAGE INC.","","SIM01","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9272","VYTALIZE HEALTH","","RP042","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9273","SCHS ALTA GLOBAL CARE MEDICAL GROUP","","MPM54","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No","0.0045"
"No","9274","GEISINGER HEALTH PLAN - RECLAMATION CLAIMS","","75273","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9275","LOYOLA PHYSICIAN PARTNERS","","37175","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9276","MULTICARE CONNECTED CARE","","RP036","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9277","SANFORD HEALTH PLAN MEDICARE ADVANTAGE","","RP035","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9277","GREAT PLAINS MEDICARE ADVANTAGE","","RP035","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9278","AMBETTER FROM NEBRASKA TOTAL CARE","","68069","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","Yes","No","No","4320","","","","Commercial/HMO","","Unsolicited","Electronic",,"No","0.0045"
"No","9280","MEDEQUIP","","MQ027","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9281","AMERICASHEALTH PLAN","","AHP01","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9283","DECENT","","A3326","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","","","","","Commercial/HMO","0.1",,"",,"No",""
"No","9284","EASYACCESS CARE IPA","","EAIPA","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9285","SUTTER EAST BAY REGIONAL HOSPITAL","","96176","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9286","ROCKY MOUNTAIN PACE","","93142","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9287","MPOWERHEALTH","","MPWR01","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"No",""
"No","9288","VALLEY PRESBYTERIAN HOSPITAL","","MPM53","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No","0.0045"
"No","9289","BOULDER ADMINISTRATION SERVICES","","18768","E:https://www.boulderadmin.com/insurance/providers/provider-login","Professional","","N/A, P","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","BLDRA1","Commercial/HMO","",,"",,"No",""
"No","9290","NATIONAL GUARDIAN LIFE INSURANCE","","65415","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9290","PREMIER ADMINISTRATIVE SOLUTIONS","","65415","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9291","ALLCARE PACE","","ACPCE","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9292","ARROWHEAD REGIONAL MEDICAL CENTER","","ARMC1","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9293","WELLCARE BY ALLWELL FROM NEBRASKA TOTAL CARE","","68069","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","Yes","No","No","4320","","","","Commercial/HMO","","Unsolicited","Electronic",,"No","0.0045"
"No","9294","MSH REIMBURSEMENT","","05587","","Professional","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No","0.0045"
"No","9295","CONTINUUM HEALTH SOLUTIONS WORKER COMP","","59557","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9296","GULF SOUTH RISK SERVICES","","60389","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9297","CENPATICO BEHAVIORAL HEALTH - NEBRASKA","","68068","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9298","VAN LANG IPA","","77036","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9299","LONGEVITY HEALTH PLAN OF MICHIGAN","","LMI01","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9400","MEMORIAL MEDICAL CENTER - ALLCARE","","85461","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9401","TPAC/USPCPS/AMERIVANTAGE","","RP023","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9402","AMERITAS LIFE INSURANCE COMPANY","","47009","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","","",,"",,"No",""
"No","9403","SAN DIEGO COUNTY SHERIFF","","MSO55","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9404","EL CAMINO HEALTH","","ELC01","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9405","LUCENT GOVERNMENT OPERATIONS","","17380","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9406","OCHSNER HEALTH PLAN","","A5236","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","","","","","Commercial/HMO","0.1",,"",,"No",""
"No","9407","PROVIDER PARTNERS HEALTH PLANS OF TEXAS","","31405","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9408","CONCENTRIX INSURANCE SERVICES","","68284","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9409","ALIGN SENIOR CARE OF CALIFORNIA","","ASCA1","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9410","SANTE COMMUNITY MEDICAL CENTERS","","SNTCC","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9411","ENABLECOMP OOS MEDICAID","","L0243","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9412","LEON HEALTH PLANS","","A3565","","Professional","","N/A, N/A","N/A, N/A","R","No","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"No",""
"No","9413","CORRECTCARE INTEGRATED HEALTH (NON-LA JAILS)","","CCIHJ","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9415","NATIONAL ASBESTOS WORKERS MEDICAL FUND","","16228","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9416","RELIANCE COMMUNITY CARE PARTNERS","","79846","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9417","FLORIDA COMPLETE CARE","","FLCPC","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","0.1",,"",,"No",""
"No","9418","THE CASCADE PACE, INC., DBA THOME PACE","","RP044","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9419","NEUEHEALTH","","NEUEH","","","","N/A, N/A","N/A, N/A","R","No","No","Yes","No","No","No","No","No","","","","","Commercial/HMO","",,"",,"No",""
"No","9420","VITORI HEALTH ","","32691","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9420","TRIBADO HEALTH","","32691","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9421","PERENNIAL ADVANTAGE OF COLORADO","","PACO1","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9422","MYTRU ADVANTAGE","","MTAMA","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9423","ALL UNTIED MEDICAL GROUP IPA","","AUMG1","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9424","REDIRECT HEALTH ADMINISTRATION","","86145","","Professional","","N/A, N/A","N/A, N/A"," ","No","Yes","No","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9429","AMERICAN HEALTH ADVANTAGE OF IDAHO & UTAH","","31145","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"No",""
"No","9430","WELLCARE BY ALLWELL OF OKLAHOMA","","68069","","Professional","","N/A, N/A","N/A, N/A","R","Yes","Yes","Yes","No","No","Yes","No","No","4320","","","","Commercial/HMO","","Unsolicited","Electronic",,"No","0.0045"
"No","9431","AMBETTER FROM WELLCARE OF KENTUCKY","","68069","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","Yes","No","No","4320","","","","Commercial/HMO","","Unsolicited","Electronic",,"No",""
"No","9433","AMBETTER OF OKLAHOMA","","68069","","Professional","","N/A, N/A","N/A, N/A"," ","Yes","Yes","No","No","No","Yes","No","No","4320","","","","Commercial/HMO","","Unsolicited","Electronic",,"No",""
